party_key,wire_date,sens,amount,beneficiary,originator,beneficiary_country,originator_country,sign,transaction_type,transaction_type_desc,account_type_desc
638169,18APR2021,2829622-8583392,2501.64,Trans LLC,Inter Consulting,DE,DE,+,SIC:VMW,Transfert Internet,Association
640659,24JUL2023,5667852-7191986,3279.55,United Investments,Inter Global,BR,CA,-,SIC:VMW,Transfert Internet,Association
846221,03OCT2023,2560728-1736524,631.03,Asian Partners,Global Solutions,DE,CH,+,SIC:VMW,Transfert Internet,Joint
351083,28JUN2024,5041154-2321324,1878.81,Euro Inc,United Services,DE,US,+,SIC:DDI,Depot Especes,Association
723398,06DEC2023,2375453-8033426,1904.1,American Partners,Trans Services,MX,JP,+,SIC:DDI,Depot Especes,Joint
334026,13DEC2024,9653253-1770553,17487.24,Global Limited,Canadian Finance,AE,JP,+,SIC:DDI,Depot Especes,Joint
789786,07APR2025,5487028-1485753,9301.97,Trans Partners,Pacific Management,CA,UK,-,SIC:VMW,Transfert Internet,Joint
158900,11JUN2021,9511700-2244712,118333.15,Williams F,Martinez J,US,BR,-,SIC:DDI,Depot Especes,Particulier
238394,25MAR2025,8060918-7130603,68735.97,Trans Holdings,United Solutions,DE,FR,-,SIC:VMW,Transfert Internet,Particulier
625119,01JUN2025,6802559-1900876,4857.4,Davis J,Miller M,MX,CH,+,SIC:VMW,Transfert Internet,Joint
583550,16JAN2022,5261032-8710313,911.24,Euro Holdings,United Global,RU,RU,+,SIC:DDI,Depot Especes,Joint
438548,23FEB2024,5757902-6666591,5188.0,Inter Holdings,Euro Global,UK,DE,-,SIC:VMW,Transfert Internet,Joint
665158,29JUL2024,8187926-7700828,735.17,Singh C,Wang W,CN,FR,+,SIC:VMW,Transfert Internet,Association
560959,30JAN2022,9124385-8792046,13521.51,Asian LLC,Global International,JP,CH,+,SIC:VMW,Transfert Internet,Joint
525110,15DEC2024,9430894-6217344,3016.65,Trans LLC,United Global,RU,CA,+,SIC:VMW,Transfert Internet,Joint
862120,01OCT2022,8297090-5606274,2855.07,Smith C,Kim M,CN,JP,+,SIC:VMW,Transfert Internet,Particulier
170674,20MAY2024,6543670-2188789,4155.81,Brown L,Singh M,MX,CA,-,SIC:DDI,Depot Especes,Entreprise
389666,23AUG2022,7961578-6702160,782.85,American Partners,Inter Services,DE,CN,-,SIC:VMW,Transfert Internet,Joint
208998,15NOV2025,9888812-4995789,3303.03,Euro Limited,Euro Exchange,DE,JP,+,SIC:DDI,Depot Especes,Entreprise
552248,05OCT2024,6539837-6266630,1294.1,Euro LLC,United Capital,US,BR,+,SIC:VMW,Transfert Internet,Association
802685,29NOV2021,3698193-6533187,7658.65,Garcia J,Davis W,CN,FR,+,SIC:VMW,Transfert Internet,Trust
892911,04MAY2022,6005700-8767916,758.08,Atlantic Group,Canadian Finance,CA,RU,-,SIC:VMW,Transfert Internet,Association
842776,24APR2023,8356053-5887726,9554.6,Global Investments,Trans International,AE,JP,+,SIC:DDI,Depot Especes,Trust
989227,28FEB2021,8628891-2538024,2252.71,American LLC,Inter Solutions,CH,CN,+,SIC:VMW,Transfert Internet,Particulier
492292,30JAN2024,8768911-9396422,7095.7,American Investments,Global Consulting,CH,UK,-,SIC:DDI,Depot Especes,Trust
814825,27FEB2022,5476583-6707197,228.46,Brown E,Miller M,RU,RU,+,SIC:VMW,Transfert Internet,Trust
909676,05DEC2021,5955645-5134741,1515.95,Atlantic Inc,Atlantic Exchange,RU,BR,+,SIC:VMW,Transfert Internet,Entreprise
438334,20FEB2026,4782763-6805303,708.71,Garcia M,Garcia L,CH,CA,+,SIC:VMW,Transfert Internet,Joint
468074,29DEC2025,4043480-3403361,2765.63,Brown W,Wang R,US,RU,+,SIC:DDI,Depot Especes,Entreprise
813884,22AUG2021,7739741-1650662,911.02,Atlantic Corporation,Inter Consulting,FR,BR,+,SIC:VMW,Transfert Internet,Entreprise
251716,02OCT2022,5205279-3927575,192.84,Garcia M,Singh J,JP,MX,-,SIC:DDI,Depot Especes,Entreprise
909676,22JUN2026,5955645-5134741,4528.48,Johnson R,Wang E,MX,BR,+,SIC:VMW,Transfert Internet,Entreprise
207570,13JAN2022,5770422-8875173,3475.94,Garcia M,Jones W,UK,CA,+,SIC:VMW,Transfert Internet,Particulier
860053,04JUN2025,5072543-9742683,3458.8,Euro Group,Pacific Management,JP,FR,+,SIC:VMW,Transfert Internet,Entreprise
743937,06SEP2022,5123584-5951043,3108.61,Atlantic Enterprises,Trans Worldwide,DE,DE,-,SIC:DDI,Depot Especes,Particulier
385192,19JAN2021,2071594-5411563,2196.0,United Inc,United Finance,CA,AE,-,SIC:DDI,Depot Especes,Trust
166613,28MAY2022,7402509-8852574,1121.76,Johnson F,Rodriguez J,FR,CH,+,SIC:DDI,Depot Especes,Particulier
871476,06SEP2023,2022698-6261415,435.51,Global Holdings,Pacific Management,FR,MX,-,SIC:VMW,Transfert Internet,Association
683397,29APR2022,6530541-3050700,2020.14,Euro Holdings,Inter Consulting,US,UK,-,SIC:VMW,Transfert Internet,Particulier
901280,26JUN2025,5856117-6504979,3447.99,Brown D,Singh J,UK,UK,-,SIC:VMW,Transfert Internet,Entreprise
778428,14MAY2024,1743175-7704473,8007.18,Kim M,Davis R,RU,UK,-,SIC:VMW,Transfert Internet,Particulier
238394,17AUG2022,8060918-7130603,2911.13,Inter Trading,Global Global,BR,UK,-,SIC:DDI,Depot Especes,Particulier
112884,26OCT2023,1771442-8914896,4694.04,Inter Corporation,Canadian Finance,JP,AE,-,SIC:VMW,Transfert Internet,Entreprise
530749,13APR2021,7869154-2237331,14266.07,Kim J,Martinez R,CH,FR,-,SIC:VMW,Transfert Internet,Trust
364742,20JAN2022,2914064-2096280,6583.42,Canadian Group,Global Consulting,UK,CH,+,SIC:VMW,Transfert Internet,Entreprise
538184,14MAR2023,3949245-1609681,357.02,Kim S,Johnson M,CN,MX,-,SIC:VMW,Transfert Internet,Entreprise
138551,27MAR2023,7031903-2425760,1549.04,Kim W,Johnson M,UK,BR,+,SIC:DDI,Depot Especes,Entreprise
954596,27JAN2024,9468772-8159521,421.78,Inter Partners,Asian Finance,CA,US,+,SIC:DDI,Depot Especes,Entreprise
620526,04MAY2022,9774573-9677559,1463.89,Smith C,Brown D,CH,CN,-,SIC:VMW,Transfert Internet,Entreprise
994141,25FEB2021,3641282-1954280,12157.84,American LLC,Euro Services,RU,CH,+,SIC:DDI,Depot Especes,Particulier
498858,18MAR2025,1098919-6901533,5018.56,Asian Trading,United Worldwide,UK,US,-,SIC:DDI,Depot Especes,Association
663772,18MAR2023,3561552-5655136,9195.65,American Investments,Inter International,RU,CA,+,SIC:DDI,Depot Especes,Entreprise
989227,08MAY2026,8628891-2538024,1531.04,Martinez R,Ali C,RU,CA,+,SIC:VMW,Transfert Internet,Particulier
220944,27JAN2021,3995870-5453786,5107.16,Miller L,Ali F,AE,UK,-,SIC:VMW,Transfert Internet,Joint
892911,29OCT2025,6005700-8767916,6603.7,Brown S,Kim M,BR,MX,+,SIC:VMW,Transfert Internet,Association
617033,13OCT2022,6892681-7297287,10888.74,Global Group,Asian Worldwide,CN,UK,+,SIC:VMW,Transfert Internet,Entreprise
480211,26MAY2022,4024309-4593556,2881.34,Global Inc,Atlantic Consulting,BR,JP,-,SIC:VMW,Transfert Internet,Entreprise
680493,20NOV2024,7494562-9767475,9525.61,Trans Enterprises,Asian Services,AE,RU,-,SIC:VMW,Transfert Internet,Association
336047,16JAN2022,4468370-5514473,4382.13,Atlantic Partners,Trans Services,DE,CH,-,SIC:VMW,Transfert Internet,Particulier
703656,09OCT2022,7516648-6952633,14399.33,Canadian Investments,Canadian Solutions,DE,JP,-,SIC:DDI,Depot Especes,Entreprise
361736,31OCT2025,1434753-4121368,4893.9,Miller M,Rodriguez J,RU,UK,-,SIC:VMW,Transfert Internet,Joint
904214,22MAR2023,7989166-1508113,743.12,Brown M,Brown J,UK,CN,+,SIC:VMW,Transfert Internet,Joint
717113,06JUN2022,6123430-2010496,3217.69,Euro Inc,Pacific Consulting,BR,DE,+,SIC:VMW,Transfert Internet,Entreprise
416282,20JUL2021,1522621-2020480,3492.49,Inter Trading,Global Solutions,CH,FR,+,SIC:VMW,Transfert Internet,Particulier
786594,22MAR2024,8936405-1628569,570.38,Euro Holdings,Inter Finance,JP,US,+,SIC:VMW,Transfert Internet,Association
335552,15AUG2021,4340845-3472189,2043.57,Inter Limited,Asian Global,BR,UK,-,SIC:DDI,Depot Especes,Association
829988,09DEC2024,3303058-2832517,2289.35,Euro Partners,Euro Worldwide,CA,UK,+,SIC:VMW,Transfert Internet,Entreprise
953085,02DEC2025,1615675-8630712,897.37,Canadian Trading,Euro International,BR,MX,-,SIC:VMW,Transfert Internet,Particulier
889882,06JUL2022,4206183-5800144,1730.21,Pacific Trading,Euro Consulting,DE,UK,-,SIC:VMW,Transfert Internet,Joint
348041,20OCT2023,6335227-7019382,13854.23,Singh J,Brown D,MX,MX,-,SIC:VMW,Transfert Internet,Association
738720,06OCT2022,3871230-9961380,15324.58,Canadian Limited,Euro Solutions,CA,US,+,SIC:VMW,Transfert Internet,Trust
563864,08JUL2021,5302415-9037616,1801.59,Trans Trading,Asian Global,CN,AE,-,SIC:DDI,Depot Especes,Association
186702,23AUG2023,8279795-6557798,4243.29,Kim J,Wang F,BR,UK,-,SIC:DDI,Depot Especes,Association
356355,10MAR2023,8289425-2945931,16913.61,Atlantic Holdings,Canadian Services,CA,AE,-,SIC:VMW,Transfert Internet,Joint
629990,31JAN2022,9304216-7864135,1610.42,Martinez L,Johnson R,CA,JP,-,SIC:DDI,Depot Especes,Trust
116495,20AUG2021,9929043-7901115,2257.97,Pacific Holdings,United Finance,JP,DE,-,SIC:VMW,Transfert Internet,Association
813449,21JAN2022,2993318-3158613,13895.69,Ali M,Smith J,RU,AE,-,SIC:VMW,Transfert Internet,Association
348235,08NOV2022,9288312-1440972,11936.64,Inter Corporation,Trans Exchange,AE,BR,-,SIC:VMW,Transfert Internet,Trust
955374,03MAR2023,7180018-6557278,2753.34,Trans Investments,Asian Services,CH,FR,-,SIC:VMW,Transfert Internet,Association
711680,22OCT2023,1816348-1847927,9011.97,Inter LLC,United Finance,DE,BR,+,SIC:VMW,Transfert Internet,Joint
807617,18MAR2025,8910069-1419843,660.69,Atlantic Investments,Euro Capital,CN,DE,-,SIC:DDI,Depot Especes,Association
108491,05FEB2026,1822825-9333700,2066.37,Kim J,Wang M,RU,CA,-,SIC:VMW,Transfert Internet,Entreprise
195563,10AUG2023,7501626-4101792,2292.71,Williams M,Kim L,RU,CN,+,SIC:VMW,Transfert Internet,Entreprise
717113,03MAY2026,6123430-2010496,2293.83,Smith F,Jones F,AE,DE,-,SIC:DDI,Depot Especes,Entreprise
501574,19FEB2024,7891662-1732280,1164.41,Ali D,Williams M,UK,CH,-,SIC:VMW,Transfert Internet,Trust
813449,31DEC2024,2993318-3158613,209.47,American Enterprises,United Management,RU,BR,+,SIC:VMW,Transfert Internet,Association
618392,05JAN2023,5093379-3475836,2775.99,Martinez J,Johnson M,CN,CH,+,SIC:DDI,Depot Especes,Trust
845702,13FEB2023,6968373-7647878,12335.84,Asian Investments,Inter Services,BR,BR,-,SIC:VMW,Transfert Internet,Joint
838253,12MAY2021,5854206-5485272,18033.77,Davis J,Wang J,BR,CA,-,SIC:VMW,Transfert Internet,Entreprise
542374,25SEP2023,5673212-8761611,4093.91,Euro Investments,Inter Finance,CN,BR,-,SIC:VMW,Transfert Internet,Trust
514463,22AUG2024,1919088-1128967,5428.71,Canadian Partners,United International,DE,FR,-,SIC:VMW,Transfert Internet,Entreprise
755900,06FEB2025,5440025-2362099,11295.1,Davis S,Kim F,JP,MX,-,SIC:VMW,Transfert Internet,Entreprise
438548,16APR2025,5757902-6666591,594.9,Brown M,Kim M,MX,BR,+,SIC:VMW,Transfert Internet,Joint
251716,11OCT2023,5205279-3927575,461.61,American Partners,Inter Global,US,FR,+,SIC:VMW,Transfert Internet,Entreprise
879779,26JUN2021,8550917-5348512,2597.71,Rodriguez F,Smith J,CN,RU,-,SIC:DDI,Depot Especes,Association
883041,15MAR2024,8280833-2651601,10826.54,Euro Inc,Euro International,BR,UK,+,SIC:VMW,Transfert Internet,Trust
525110,29JAN2024,9430894-6217344,2868.76,Wang E,Davis J,MX,JP,+,SIC:VMW,Transfert Internet,Joint
348728,30SEP2021,7022335-5963914,16259.8,Smith F,Smith S,CA,BR,-,SIC:DDI,Depot Especes,Joint
102593,29APR2024,2562657-8691502,21835.78,Global Enterprises,Asian Consulting,JP,BR,-,SIC:VMW,Transfert Internet,Particulier
297303,03MAY2023,4640933-9042900,2329.1,Miller C,Singh L,BR,CA,+,SIC:VMW,Transfert Internet,Joint
195563,13MAR2024,7501626-4101792,3060.33,Brown D,Rodriguez D,BR,CN,-,SIC:VMW,Transfert Internet,Entreprise
912764,04OCT2023,7154919-1698108,6432.14,Euro Trading,Canadian Solutions,DE,MX,+,SIC:DDI,Depot Especes,Trust
974224,03NOV2025,6098175-5813613,82424.34,Atlantic LLC,Trans Solutions,DE,US,+,SIC:VMW,Transfert Internet,Trust
283573,02MAY2025,7418028-5040453,4604.09,Inter LLC,Canadian Finance,CA,CA,+,SIC:VMW,Transfert Internet,Entreprise
130271,31JAN2022,5014745-3657144,2044.22,Singh M,Smith M,AE,UK,+,SIC:VMW,Transfert Internet,Particulier
326895,29APR2021,9123504-5638893,10543.12,Miller M,Jones E,RU,UK,+,SIC:DDI,Depot Especes,Particulier
422623,09MAY2022,1447065-8962302,9909.61,Davis C,Singh F,BR,CN,+,SIC:DDI,Depot Especes,Particulier
367382,10APR2022,6540893-2326581,6084.18,Atlantic Trading,Trans Finance,CH,US,+,SIC:DDI,Depot Especes,Association
901280,13SEP2021,5856117-6504979,2447.57,Asian Group,Canadian International,UK,CN,+,SIC:DDI,Depot Especes,Entreprise
364742,20JAN2025,2914064-2096280,20580.81,United Enterprises,Trans Management,DE,FR,+,SIC:VMW,Transfert Internet,Entreprise
955374,02NOV2021,7180018-6557278,712.3,Euro Trading,American Capital,UK,RU,+,SIC:DDI,Depot Especes,Association
734836,11OCT2024,2663938-2919549,1226.57,Canadian Enterprises,Inter International,RU,BR,+,SIC:VMW,Transfert Internet,Trust
185569,01DEC2024,4767135-1472908,5673.55,American Group,Pacific Global,CA,UK,-,SIC:VMW,Transfert Internet,Entreprise
786594,01MAR2025,8936405-1628569,2987.07,Pacific Enterprises,United Capital,US,MX,-,SIC:VMW,Transfert Internet,Association
337547,06JUL2024,3599548-2294615,11075.26,Brown J,Jones E,US,FR,+,SIC:DDI,Depot Especes,Association
408857,07JAN2023,9058573-4349987,3883.8,Wang J,Jones M,JP,BR,+,SIC:VMW,Transfert Internet,Joint
588461,06AUG2024,9679860-6779998,706.56,Wang M,Johnson M,CN,JP,-,SIC:VMW,Transfert Internet,Entreprise
310418,02FEB2021,6098752-5069884,451.75,Miller D,Garcia F,BR,BR,-,SIC:VMW,Transfert Internet,Entreprise
807617,22OCT2021,8910069-1419843,7640.91,American Enterprises,Asian Exchange,CA,CH,-,SIC:VMW,Transfert Internet,Association
910620,26FEB2022,2338687-4905582,5455.53,Davis S,Wang L,AE,UK,+,SIC:VMW,Transfert Internet,Trust
240814,22JUN2022,2936571-2795765,33431.36,American Enterprises,Canadian International,AE,RU,+,SIC:VMW,Transfert Internet,Joint
693128,14FEB2026,6395626-7515956,2493.89,Ali S,Wang S,UK,FR,+,SIC:VMW,Transfert Internet,Association
563864,12JUL2021,5302415-9037616,1420.36,Canadian Inc,Atlantic Services,BR,CA,-,SIC:VMW,Transfert Internet,Association
823846,18SEP2021,8664433-6068760,1313.52,Euro Partners,Euro International,DE,RU,+,SIC:VMW,Transfert Internet,Particulier
344068,05MAY2023,2679975-5158351,14193.64,Ali L,Martinez M,JP,AE,-,SIC:VMW,Transfert Internet,Entreprise
755900,03JAN2023,5440025-2362099,2113.6,Global Enterprises,American Services,RU,CN,+,SIC:VMW,Transfert Internet,Entreprise
743966,11DEC2021,3189251-6716988,24402.66,Canadian Inc,United Management,CN,UK,+,SIC:VMW,Transfert Internet,Particulier
258471,05MAY2024,2622400-2437930,9603.11,Martinez D,Smith S,BR,DE,-,SIC:VMW,Transfert Internet,Association
662445,29APR2023,7555386-2109227,1458.41,Wang E,Brown J,UK,CA,+,SIC:VMW,Transfert Internet,Particulier
498458,19APR2021,3588336-7536772,12281.72,Smith M,Williams W,UK,CN,-,SIC:VMW,Transfert Internet,Particulier
207573,06OCT2024,9655523-3091745,1479.46,Williams E,Kim R,BR,BR,-,SIC:VMW,Transfert Internet,Joint
859782,20AUG2025,4195751-1864641,1732.92,Brown D,Rodriguez M,US,CN,+,SIC:VMW,Transfert Internet,Particulier
823846,28SEP2024,8664433-6068760,1386.3,Martinez J,Smith L,CN,CN,+,SIC:VMW,Transfert Internet,Particulier
116495,13JAN2025,9929043-7901115,4445.21,Asian Enterprises,Trans Solutions,RU,JP,+,SIC:DDI,Depot Especes,Association
641590,20DEC2025,1942977-9644791,998.4,United LLC,American Services,DE,US,-,SIC:VMW,Transfert Internet,Association
110139,18SEP2023,2262382-3500715,15408.15,Singh F,Martinez M,US,CN,+,SIC:VMW,Transfert Internet,Association
313446,22AUG2022,3198037-5832327,1930.6,Wang M,Garcia M,DE,CH,-,SIC:VMW,Transfert Internet,Particulier
497700,18MAR2025,4853123-5152562,697.82,Pacific Inc,Euro Exchange,RU,UK,-,SIC:VMW,Transfert Internet,Entreprise
194511,10NOV2024,6481437-7970985,485.71,Asian Partners,Global Services,CA,MX,+,SIC:DDI,Depot Especes,Association
901280,10NOV2022,5856117-6504979,1664.04,Inter Partners,United Management,BR,RU,-,SIC:DDI,Depot Especes,Entreprise
266931,25JUN2023,2813543-7417985,9019.87,American Partners,United Management,CH,CA,+,SIC:DDI,Depot Especes,Entreprise
238741,25MAY2024,3905824-1141997,1600.83,Rodriguez E,Martinez S,BR,CH,-,SIC:VMW,Transfert Internet,Joint
251195,28APR2021,7682298-2290796,1723.75,Canadian Group,Euro Finance,MX,FR,+,SIC:VMW,Transfert Internet,Association
904214,27JUN2022,7989166-1508113,2558.53,United Limited,Pacific Consulting,US,FR,+,SIC:VMW,Transfert Internet,Joint
662761,06AUG2025,2803501-8229768,44505.28,Global Enterprises,American Management,CA,UK,+,SIC:VMW,Transfert Internet,Trust
826353,07NOV2022,2347467-6512415,24644.6,Pacific Inc,Euro International,CA,UK,-,SIC:VMW,Transfert Internet,Joint
722937,03SEP2023,7450545-8763013,38284.08,Asian Inc,Canadian Worldwide,CN,US,-,SIC:DDI,Depot Especes,Trust
734210,16JAN2022,6752576-4415796,1025.96,Smith C,Brown W,BR,CH,-,SIC:VMW,Transfert Internet,Association
989227,28JUN2026,8628891-2538024,6443.37,Kim J,Kim W,MX,CA,+,SIC:VMW,Transfert Internet,Particulier
629990,27MAR2021,9304216-7864135,3485.46,Atlantic Partners,Canadian Capital,JP,CN,+,SIC:VMW,Transfert Internet,Trust
836038,02JAN2025,8899184-4664338,5717.58,Inter Enterprises,American Services,CA,FR,+,SIC:VMW,Transfert Internet,Association
991014,14APR2024,2221854-8640615,6984.51,Brown C,Rodriguez J,CA,US,+,SIC:DDI,Depot Especes,Trust
405420,12JAN2022,1026245-6919270,5584.39,Ali M,Johnson J,CA,CN,+,SIC:VMW,Transfert Internet,Particulier
877747,11MAR2025,9826250-2906718,1287.31,Martinez D,Martinez L,CN,MX,-,SIC:VMW,Transfert Internet,Joint
203398,25MAY2025,8876742-6372622,7989.07,Atlantic Limited,Inter Exchange,AE,UK,+,SIC:DDI,Depot Especes,Particulier
683397,02SEP2025,6530541-3050700,15901.67,Asian Investments,American Solutions,RU,CA,-,SIC:VMW,Transfert Internet,Particulier
889882,03JAN2024,4206183-5800144,9310.88,Martinez F,Brown W,JP,BR,+,SIC:DDI,Depot Especes,Joint
626195,08MAY2026,8912226-2044906,4343.65,Garcia J,Davis W,FR,AE,+,SIC:VMW,Transfert Internet,Association
194641,26MAR2022,4902772-4671004,13611.13,United Corporation,Canadian Services,AE,DE,+,SIC:VMW,Transfert Internet,Joint
950083,25MAR2021,6882609-8183451,2471.64,Ali S,Davis F,RU,RU,-,SIC:DDI,Depot Especes,Entreprise
361805,13JAN2023,6403886-5153279,6355.33,Trans LLC,Pacific Consulting,US,BR,+,SIC:VMW,Transfert Internet,Trust
898207,23FEB2026,5668371-8072684,2064.95,Miller C,Kim M,CA,CN,-,SIC:VMW,Transfert Internet,Particulier
103717,26APR2024,3194789-5394880,93918.29,Inter Inc,Atlantic Management,US,JP,-,SIC:VMW,Transfert Internet,Association
249715,02JUN2023,8351320-1583829,9642.58,Inter Trading,United Exchange,UK,CA,-,SIC:DDI,Depot Especes,Joint
606404,07JAN2022,7813102-5990112,1802.33,American LLC,Canadian Global,UK,US,+,SIC:DDI,Depot Especes,Entreprise
912609,07JUN2025,8487220-4599894,130.21,Martinez R,Rodriguez M,US,CA,-,SIC:DDI,Depot Especes,Entreprise
597635,10DEC2025,6867997-6775539,4973.18,Euro Investments,Canadian Solutions,DE,CH,-,SIC:VMW,Transfert Internet,Particulier
290556,04MAR2021,5364698-7360307,5598.5,Trans Holdings,United Solutions,DE,US,+,SIC:VMW,Transfert Internet,Joint
620526,12APR2026,9774573-9677559,2800.67,Global Corporation,Pacific Solutions,BR,US,-,SIC:DDI,Depot Especes,Entreprise
348041,16NOV2024,6335227-7019382,8738.9,Jones J,Singh C,CN,AE,-,SIC:VMW,Transfert Internet,Association
778428,28OCT2022,1743175-7704473,655.98,Atlantic Holdings,Euro International,BR,CH,-,SIC:DDI,Depot Especes,Particulier
807617,24AUG2025,8910069-1419843,7023.1,Euro Trading,Asian Finance,JP,UK,+,SIC:VMW,Transfert Internet,Association
891062,01NOV2024,8944327-5042775,3007.33,Atlantic Group,Global Management,DE,US,+,SIC:VMW,Transfert Internet,Trust
990429,16SEP2022,2834801-3757404,16757.87,Smith D,Martinez E,MX,RU,+,SIC:DDI,Depot Especes,Association
786385,01FEB2026,5200835-2382787,6475.25,United Partners,Pacific Management,US,AE,+,SIC:VMW,Transfert Internet,Particulier
409898,09JUL2025,1915518-5015476,9799.82,Euro Corporation,Asian Global,US,RU,-,SIC:VMW,Transfert Internet,Trust
530749,24AUG2022,7869154-2237331,3201.17,American Limited,Canadian International,MX,CN,+,SIC:DDI,Depot Especes,Trust
501058,22SEP2021,7333337-7302286,247.64,Euro Investments,Inter Solutions,JP,CN,+,SIC:DDI,Depot Especes,Joint
367382,10JUN2023,6540893-2326581,9189.45,Trans Corporation,Euro Consulting,MX,CN,-,SIC:VMW,Transfert Internet,Association
814825,16SEP2023,5476583-6707197,379.13,Atlantic Inc,Trans Management,DE,CA,-,SIC:DDI,Depot Especes,Trust
769077,19NOV2021,2191383-9863176,486.47,Asian Trading,United Worldwide,FR,DE,-,SIC:VMW,Transfert Internet,Joint
329659,02JAN2022,5713268-1982997,14309.26,Atlantic Inc,Global International,JP,AE,-,SIC:DDI,Depot Especes,Association
396635,24SEP2022,7858012-6676858,6633.69,Davis M,Johnson E,FR,CA,-,SIC:VMW,Transfert Internet,Particulier
111060,04JUL2024,5340909-4724560,87.03,Brown E,Brown C,JP,DE,+,SIC:DDI,Depot Especes,Trust
351083,30JAN2023,5041154-2321324,1251.06,Canadian Group,United Finance,FR,BR,-,SIC:VMW,Transfert Internet,Association
480211,09JAN2025,4024309-4593556,4649.36,Inter Trading,Canadian Finance,UK,BR,-,SIC:DDI,Depot Especes,Entreprise
667851,11AUG2021,1160974-6620658,1353.79,Inter Corporation,Global Consulting,UK,DE,-,SIC:VMW,Transfert Internet,Joint
683390,22NOV2024,6471499-5633880,4124.53,Ali S,Wang F,RU,AE,-,SIC:DDI,Depot Especes,Association
383060,09APR2025,4684531-6440561,677.63,Jones J,Singh M,JP,FR,+,SIC:VMW,Transfert Internet,Entreprise
701761,12APR2022,7626978-9323619,33165.53,Canadian Partners,Inter Consulting,CA,MX,+,SIC:VMW,Transfert Internet,Entreprise
757694,05MAR2024,5326615-6364506,925.66,Pacific Trading,Euro Services,AE,CN,-,SIC:VMW,Transfert Internet,Particulier
329659,18JUL2025,5713268-1982997,796.57,American LLC,Asian Finance,FR,CN,-,SIC:DDI,Depot Especes,Association
896788,12MAR2022,8531380-6422534,10287.14,American Partners,Trans Capital,MX,FR,-,SIC:DDI,Depot Especes,Entreprise
736565,06OCT2022,7948850-5582979,4594.85,Williams M,Garcia S,RU,JP,+,SIC:VMW,Transfert Internet,Joint
348041,22OCT2024,6335227-7019382,9076.19,Global Limited,Global Capital,JP,BR,+,SIC:VMW,Transfert Internet,Association
894993,15DEC2023,8987516-9234615,745.98,Williams J,Jones M,CN,BR,+,SIC:VMW,Transfert Internet,Joint
240814,31MAR2021,2936571-2795765,1312.13,Asian Corporation,Atlantic Consulting,FR,CA,+,SIC:DDI,Depot Especes,Joint
925013,04JUL2024,5086407-3112652,10479.43,United Inc,American Services,BR,FR,-,SIC:VMW,Transfert Internet,Association
734836,22MAR2023,2663938-2919549,11933.5,Smith M,Ali D,DE,DE,-,SIC:DDI,Depot Especes,Trust
597635,26MAR2022,6867997-6775539,40519.97,Inter Holdings,Euro Worldwide,FR,AE,+,SIC:VMW,Transfert Internet,Particulier
718836,02JUN2025,3247270-6254384,957.91,Pacific Limited,Asian Finance,US,AE,+,SIC:VMW,Transfert Internet,Entreprise
116078,17JUN2025,4188068-2968239,1806.64,Inter Limited,United Capital,AE,RU,-,SIC:DDI,Depot Especes,Entreprise
165290,03DEC2021,8048838-7534336,1550.45,Davis J,Johnson J,MX,DE,-,SIC:DDI,Depot Especes,Association
431535,08APR2022,2217071-1156287,2702.51,Asian Limited,American Services,MX,US,-,SIC:DDI,Depot Especes,Particulier
197584,10FEB2025,6443037-7463219,633.21,Asian Partners,Euro International,FR,US,-,SIC:DDI,Depot Especes,Particulier
445705,20JAN2023,7485471-5767195,1373.98,Canadian Corporation,United Management,JP,FR,+,SIC:DDI,Depot Especes,Joint
826353,02OCT2023,2347467-6512415,3803.78,Global Enterprises,United Worldwide,AE,CH,+,SIC:VMW,Transfert Internet,Joint
823846,24JUN2022,8664433-6068760,213.8,Davis J,Jones M,DE,BR,+,SIC:VMW,Transfert Internet,Particulier
718836,12APR2026,3247270-6254384,1192.39,Rodriguez S,Singh R,RU,BR,-,SIC:VMW,Transfert Internet,Entreprise
731661,24OCT2025,2264218-3972018,13584.65,Global Enterprises,Euro Solutions,CH,CN,+,SIC:DDI,Depot Especes,Association
567429,25JAN2021,5417373-8377620,1392.11,Asian Inc,Trans Global,FR,US,-,SIC:VMW,Transfert Internet,Association
363615,07NOV2025,3024269-4231028,825.63,Wang J,Williams J,JP,CN,-,SIC:DDI,Depot Especes,Entreprise
858414,06NOV2025,7642917-5269083,22453.44,American Corporation,Asian Global,UK,AE,+,SIC:DDI,Depot Especes,Association
841995,25FEB2022,8372274-9792411,2915.03,Pacific Limited,Canadian Solutions,CA,CN,-,SIC:VMW,Transfert Internet,Joint
772124,01APR2023,3586950-3872269,1407.8,Pacific Partners,Atlantic Capital,MX,DE,+,SIC:VMW,Transfert Internet,Association
197584,25FEB2022,6443037-7463219,526.82,Pacific Group,American Worldwide,DE,CN,+,SIC:VMW,Transfert Internet,Particulier
908320,20DEC2022,9833734-1633297,6445.74,Williams J,Smith F,JP,MX,+,SIC:VMW,Transfert Internet,Association
381981,29JUN2021,5503118-9273246,1963.17,Jones J,Kim W,DE,MX,-,SIC:DDI,Depot Especes,Joint
426147,28APR2026,1430812-6233774,2408.49,Euro Limited,Canadian Services,JP,MX,-,SIC:DDI,Depot Especes,Trust
810526,23DEC2024,3650391-2239197,194.27,Williams J,Martinez S,US,UK,+,SIC:DDI,Depot Especes,Trust
