party_key,account_key,account_num,trx_date,amount,branch,sign,transaction_type,transaction_type_desc,account_type_desc
102593,911739,2562657-8691502,19JUN2024,72.3,819928,+,SIC:ATM,Retrait ATM,Particulier
966529,838936,1676621-4607450,07DEC2022,37.47,819935,+,SIC:VMW,Transfert Internet,Particulier
258471,888775,2622400-2437930,20DEC2020,9554.2,812674,+,SIC:ATM,Retrait ATM,Association
599397,413369,2324645-7623718,26MAY2020,1036.88,816514,+,SIC:DDI,Depot Especes,Association
903035,231869,3154051-8973915,25JUL2022,34.53,813615,+,SIC:POS,Achat POS,Entreprise
165290,316881,8048838-7534336,03OCT2020,7.59,818527,+,SIC:POS,Achat POS,Association
541557,414313,9124053-2290526,07AUG2021,6.86,814733,+,SIC:ATM,Retrait ATM,Trust
744481,331577,4676367-3240912,13FEB2022,2.97,814150,+,SIC:ATM,Retrait ATM,Trust
538184,978292,3949245-1609681,28FEB2020,132.37,818359,-,SIC:DPT,Paiement facture,Entreprise
156837,296694,9697969-7069650,19DEC2021,20.69,812535,-,SIC:DDI,Depot Especes,Particulier
302087,232315,1715982-8103052,21MAY2024,87.71,813615,+,SIC:DPT,Paiement facture,Entreprise
993085,357420,2453962-5679639,01SEP2025,696.82,811488,-,SIC:DPT,Paiement facture,Association
826353,516791,2347467-6512415,02DEC2024,100.68,813547,+,SIC:VMW,Transfert Internet,Joint
256445,950544,6097514-2429098,04DEC2025,20.25,811520,+,SIC:DPT,Paiement facture,Association
176577,147489,8108462-6780235,20AUG2020,20.56,814657,+,SIC:ATM,Retrait ATM,Particulier
677390,786406,6663388-5317226,12MAR2020,23.27,811520,-,SIC:DPT,Paiement facture,Trust
244283,140163,5813037-8926478,26FEB2024,169.76,812679,-,SIC:DDI,Depot Especes,Trust
883041,194769,8280833-2651601,10APR2024,9058.36,813615,-,SIC:DDI,Depot Especes,Trust
166613,503457,7402509-8852574,08JUL2022,37.33,815506,-,SIC:DDI,Depot Especes,Particulier
373668,992247,6284972-7592651,22MAR2020,170.19,816514,-,SIC:POS,Achat POS,Joint
489933,233096,5509119-2980663,30APR2024,132.88,818527,+,SIC:POS,Achat POS,Trust
219420,691240,4352088-4018677,31AUG2022,7.44,818527,+,SIC:POS,Achat POS,Trust
162535,273982,6160869-5842082,06FEB2025,8.35,817912,+,SIC:DPT,Paiement facture,Trust
738720,765822,3871230-9961380,05JUL2022,154.31,819785,-,SIC:CHQ,Cheque,Trust
302087,232315,1715982-8103052,19NOV2022,17.96,811520,+,SIC:DDI,Depot Especes,Entreprise
198042,524965,7362994-7327855,03NOV2024,31.22,817912,+,SIC:CHQ,Cheque,Entreprise
540869,797229,7361002-3919694,18JUL2022,68.3,812424,-,SIC:DPT,Paiement facture,Association
438548,968581,5757902-6666591,02MAY2022,251.46,816574,-,SIC:CHQ,Cheque,Joint
335615,982277,2903561-8741810,26JAN2025,441.46,813615,+,SIC:DPT,Paiement facture,Trust
961722,133659,6292423-7730428,28AUG2023,54.29,812424,-,SIC:VMW,Transfert Internet,Entreprise
494763,992952,6850369-8700708,04OCT2022,6.79,814582,-,SIC:ATM,Retrait ATM,Association
266931,925622,2813543-7417985,08MAR2022,2.61,814150,-,SIC:ATM,Retrait ATM,Entreprise
725084,929151,4786401-9767312,28JAN2024,6.4,816881,-,SIC:CHQ,Cheque,Joint
718836,188868,3247270-6254384,15MAR2024,36.6,814582,+,SIC:CHQ,Cheque,Entreprise
334026,943409,9653253-1770553,21MAR2021,13.58,813547,+,SIC:ATM,Retrait ATM,Joint
336047,810614,4468370-5514473,15AUG2024,16.05,815012,+,SIC:DPT,Paiement facture,Particulier
560959,535810,9124385-8792046,03OCT2021,7.57,817224,+,SIC:CHQ,Cheque,Joint
908320,665990,9833734-1633297,07APR2020,299.76,813615,-,SIC:VMW,Transfert Internet,Association
766563,974628,7120868-3728882,24JAN2023,46.39,812291,-,SIC:VMW,Transfert Internet,Particulier
452713,631958,9551583-9931180,04JUL2024,9.89,812535,+,SIC:DPT,Paiement facture,Trust
416422,250219,9745141-4708481,03APR2025,16.6,812139,+,SIC:CHQ,Cheque,Association
471136,325146,4139874-5613428,19JUL2023,47.66,811750,-,SIC:POS,Achat POS,Particulier
160423,689704,7923579-7987842,24MAY2020,11.14,814657,+,SIC:DDI,Depot Especes,Entreprise
426147,213349,1430812-6233774,04AUG2020,64.41,813286,+,SIC:DPT,Paiement facture,Trust
665427,238739,8930103-5076817,11APR2022,104.55,814582,+,SIC:DDI,Depot Especes,Entreprise
786587,261859,2255409-8876745,26JAN2024,1830.43,814611,-,SIC:CHQ,Cheque,Association
274971,613426,5845843-3353785,29APR2025,10.7,811488,+,SIC:DDI,Depot Especes,Association
717113,549660,6123430-2010496,16OCT2021,37.69,817912,+,SIC:DDI,Depot Especes,Entreprise
124813,792094,4240180-7685149,20DEC2025,5.0,816574,+,SIC:ATM,Retrait ATM,Joint
565504,900152,2289923-3310140,07APR2025,18.96,814257,-,SIC:VMW,Transfert Internet,Joint
909676,748665,5955645-5134741,09APR2021,8.68,817912,-,SIC:DDI,Depot Especes,Entreprise
238394,505629,8060918-7130603,10JUN2020,48.65,813615,+,SIC:CHQ,Cheque,Particulier
249715,989894,8351320-1583829,29NOV2021,3728.7,815333,-,SIC:DPT,Paiement facture,Joint
174268,340068,7426846-2498726,11DEC2024,305.78,811488,+,SIC:DDI,Depot Especes,Joint
143195,965322,1476028-2362693,07JUL2025,34.55,816635,+,SIC:DPT,Paiement facture,Entreprise
348235,928766,9288312-1440972,14DEC2020,6.99,814657,+,SIC:ATM,Retrait ATM,Trust
274971,613426,5845843-3353785,14MAY2023,141.2,817912,+,SIC:POS,Achat POS,Association
911102,985885,6212643-6491198,18MAR2022,42.96,814611,+,SIC:DDI,Depot Especes,Joint
986088,561694,2672884-9823994,23DEC2023,71.14,812674,+,SIC:ATM,Retrait ATM,Trust
679364,255287,8210624-3138181,07SEP2024,20.97,811106,-,SIC:VMW,Transfert Internet,Joint
885386,403528,1628578-1155477,03OCT2025,1452.36,817224,-,SIC:DDI,Depot Especes,Joint
683397,162894,6530541-3050700,28JUN2025,65.92,811520,+,SIC:VMW,Transfert Internet,Particulier
680493,163946,7494562-9767475,09JUN2023,9262.85,815552,+,SIC:DPT,Paiement facture,Association
953085,897441,1615675-8630712,19FEB2025,27.66,818359,-,SIC:VMW,Transfert Internet,Particulier
219420,691240,4352088-4018677,13FEB2020,6.32,811409,+,SIC:VMW,Transfert Internet,Trust
561999,584106,5727345-7406756,09APR2025,184.56,815506,-,SIC:DPT,Paiement facture,Entreprise
860242,902674,2893218-1540516,16MAR2024,89.83,812519,-,SIC:CHQ,Cheque,Entreprise
849747,307963,2275009-5074336,25JUL2024,186.51,812424,-,SIC:POS,Achat POS,Association
862560,738457,9854536-8101036,07DEC2022,230.1,812674,+,SIC:DDI,Depot Especes,Joint
742848,434002,3726331-7592683,16JAN2025,454.42,813286,-,SIC:DPT,Paiement facture,Association
949153,699425,4158134-6394323,15SEP2025,35.07,811409,-,SIC:DDI,Depot Especes,Particulier
815707,899281,1812172-1770794,22SEP2022,43.25,811106,+,SIC:ATM,Retrait ATM,Particulier
186702,624139,8279795-6557798,28AUG2022,96.62,814657,+,SIC:DDI,Depot Especes,Association
860242,902674,2893218-1540516,29OCT2023,47.41,818527,+,SIC:ATM,Retrait ATM,Entreprise
665427,238739,8930103-5076817,02MAR2025,209.67,818359,-,SIC:DDI,Depot Especes,Entreprise
466566,127965,7960815-1893502,14MAY2021,41.87,812424,+,SIC:POS,Achat POS,Trust
108491,693419,1822825-9333700,28NOV2020,495.69,816925,-,SIC:DDI,Depot Especes,Entreprise
555292,264735,1898516-2698824,08NOV2024,109.45,814811,+,SIC:POS,Achat POS,Trust
731894,852524,8149041-3795835,21NOV2020,126.56,819785,-,SIC:CHQ,Cheque,Particulier
803787,768480,7815076-7095349,19MAR2022,58.18,812674,-,SIC:VMW,Transfert Internet,Particulier
427040,459731,8639213-4470657,05APR2025,23.71,812291,-,SIC:DDI,Depot Especes,Particulier
163556,522179,6692553-2833230,17DEC2024,11.91,812824,+,SIC:VMW,Transfert Internet,Entreprise
328552,587623,5299055-7189034,14DEC2022,153.7,812584,-,SIC:VMW,Transfert Internet,Entreprise
690984,249005,4158036-9258194,22MAY2021,92.01,814657,+,SIC:DPT,Paiement facture,Particulier
630538,778998,6724909-1212267,21JUL2022,22.74,819785,-,SIC:DPT,Paiement facture,Particulier
286340,864234,1030163-7569981,15AUG2024,398.14,819928,+,SIC:DPT,Paiement facture,Entreprise
246566,147549,1624315-6106390,13NOV2023,3319.95,817224,+,SIC:POS,Achat POS,Association
703656,987624,7516648-6952633,27OCT2022,75.16,811520,+,SIC:DDI,Depot Especes,Entreprise
845702,360276,6968373-7647878,16JUL2025,138.49,814150,+,SIC:CHQ,Cheque,Joint
947458,664315,9111742-8799287,23NOV2020,367.72,816925,+,SIC:POS,Achat POS,Joint
876962,763928,1514340-2539438,27DEC2020,119.82,814733,-,SIC:DPT,Paiement facture,Trust
795928,930884,3551903-9310235,26SEP2020,24.32,814150,-,SIC:CHQ,Cheque,Particulier
795928,930884,3551903-9310235,06JAN2024,40.62,816514,+,SIC:DPT,Paiement facture,Particulier
238394,505629,8060918-7130603,26JUN2025,36.56,812139,+,SIC:ATM,Retrait ATM,Particulier
910075,523808,9633492-1019311,29NOV2021,20.89,815557,+,SIC:CHQ,Cheque,Trust
305837,765905,5604524-3100009,21AUG2023,14.14,817924,+,SIC:CHQ,Cheque,Association
944657,226935,1689025-6825112,26JAN2025,22.41,812139,-,SIC:CHQ,Cheque,Particulier
871476,668532,2022698-6261415,10APR2020,110.82,814611,+,SIC:POS,Achat POS,Association
385470,624783,9284509-8344375,03SEP2021,25.35,812824,+,SIC:POS,Achat POS,Joint
813449,740725,2993318-3158613,08DEC2021,36.84,811488,+,SIC:DDI,Depot Especes,Association
399279,777273,1992583-2500901,21MAY2024,516.31,814257,+,SIC:DDI,Depot Especes,Entreprise
122977,254887,3376537-2860938,30JUL2025,42.56,817873,-,SIC:ATM,Retrait ATM,Particulier
892911,123839,6005700-8767916,11FEB2023,64.16,812674,-,SIC:CHQ,Cheque,Association
385470,624783,9284509-8344375,07NOV2024,826.76,811520,+,SIC:POS,Achat POS,Joint
953085,897441,1615675-8630712,01SEP2020,308.47,812679,+,SIC:DPT,Paiement facture,Particulier
171734,656278,1142182-3753418,06MAY2025,0.64,817912,+,SIC:CHQ,Cheque,Entreprise
367382,313214,6540893-2326581,05JUN2022,20.36,812824,-,SIC:POS,Achat POS,Association
899649,392099,4794319-8199311,11OCT2021,101.96,817873,-,SIC:CHQ,Cheque,Association
448354,982495,7373495-6528792,14MAY2021,17.19,817224,+,SIC:POS,Achat POS,Joint
401601,729575,6242022-6899644,09MAR2024,220.49,812424,+,SIC:CHQ,Cheque,Entreprise
256445,950544,6097514-2429098,15SEP2020,9369.64,819279,+,SIC:DPT,Paiement facture,Association
194641,158896,4902772-4671004,14AUG2022,420.57,814611,-,SIC:CHQ,Cheque,Joint
208998,315161,9888812-4995789,23FEB2023,48.49,816635,-,SIC:POS,Achat POS,Entreprise
498458,846247,3588336-7536772,07MAR2022,3.94,814611,-,SIC:ATM,Retrait ATM,Particulier
436241,732512,4369728-9036449,26JUL2022,114.64,818527,+,SIC:VMW,Transfert Internet,Joint
276405,868367,6908535-3839807,24JUN2025,329.01,811409,+,SIC:DDI,Depot Especes,Entreprise
165290,316881,8048838-7534336,22APR2024,130.3,818527,+,SIC:ATM,Retrait ATM,Association
332335,449247,3820798-2281433,03JUL2025,11.8,814150,+,SIC:CHQ,Cheque,Joint
438334,843788,4782763-6805303,14MAY2024,66.29,814733,+,SIC:VMW,Transfert Internet,Joint
571145,638289,3472100-8339571,30JAN2024,112.16,815012,+,SIC:VMW,Transfert Internet,Trust
373668,992247,6284972-7592651,13JAN2020,8.75,818527,+,SIC:VMW,Transfert Internet,Joint
501058,570325,7333337-7302286,22JAN2023,51.45,812674,-,SIC:ATM,Retrait ATM,Joint
901280,367931,5856117-6504979,30MAR2022,293.77,813045,+,SIC:ATM,Retrait ATM,Entreprise
628373,403314,4928578-6350316,08MAY2021,41.49,815012,-,SIC:VMW,Transfert Internet,Entreprise
381981,415759,5503118-9273246,14NOV2025,19.14,819928,+,SIC:CHQ,Cheque,Joint
823846,362246,8664433-6068760,28SEP2024,177.03,812824,+,SIC:VMW,Transfert Internet,Particulier
531709,746002,8421969-4644760,13AUG2021,0.16,811409,-,SIC:CHQ,Cheque,Particulier
693128,626797,6395626-7515956,18NOV2020,34.83,814733,-,SIC:VMW,Transfert Internet,Association
723939,171262,4946066-7774229,03JAN2025,356.17,816881,+,SIC:CHQ,Cheque,Association
662445,442622,7555386-2109227,10JUL2023,31.87,814257,+,SIC:VMW,Transfert Internet,Particulier
992717,265156,3920762-7064832,30JAN2025,40.16,815333,+,SIC:DDI,Depot Especes,Entreprise
242254,507524,8610879-7224540,22MAY2021,39.5,814611,-,SIC:DPT,Paiement facture,Association
293757,247442,9010350-6429135,03AUG2021,107.67,814150,+,SIC:DDI,Depot Especes,Entreprise
363615,341736,3024269-4231028,13NOV2024,9.03,817924,+,SIC:ATM,Retrait ATM,Entreprise
348235,928766,9288312-1440972,21MAY2020,0.43,814611,-,SIC:ATM,Retrait ATM,Trust
422623,935457,1447065-8962302,10JUN2020,178.45,815012,-,SIC:POS,Achat POS,Particulier
663772,745972,3561552-5655136,24JUN2021,56.15,814657,+,SIC:DDI,Depot Especes,Entreprise
753898,516444,2716512-1123271,11NOV2025,148.78,811520,-,SIC:VMW,Transfert Internet,Association
620526,463546,9774573-9677559,11JAN2021,14.39,815557,+,SIC:CHQ,Cheque,Entreprise
455505,295892,9324908-9347057,08NOV2023,159.43,812674,+,SIC:DDI,Depot Especes,Particulier
755900,321275,5440025-2362099,19NOV2025,172.16,817924,-,SIC:ATM,Retrait ATM,Entreprise
207570,112861,5770422-8875173,01JAN2021,60.66,813547,+,SIC:DPT,Paiement facture,Particulier
514463,728437,1919088-1128967,20JUL2022,13.37,813045,-,SIC:DDI,Depot Especes,Entreprise
229592,576877,7183841-5398338,02AUG2020,70.74,815803,+,SIC:DDI,Depot Especes,Particulier
575682,457455,3640889-7208460,21JUN2020,5.07,814811,-,SIC:VMW,Transfert Internet,Particulier
826353,516791,2347467-6512415,12AUG2025,129.64,813615,-,SIC:POS,Achat POS,Joint
786385,477943,5200835-2382787,09JUN2024,9764.77,812674,+,SIC:POS,Achat POS,Particulier
803787,768480,7815076-7095349,26AUG2024,527.97,815506,+,SIC:DDI,Depot Especes,Particulier
720970,550418,7523581-1074659,05MAY2022,2.4,812674,+,SIC:POS,Achat POS,Particulier
961574,813793,5063384-1529665,26NOV2020,313.92,811106,-,SIC:VMW,Transfert Internet,Entreprise
332360,524045,5081983-6137284,14JUN2024,760.88,812584,+,SIC:POS,Achat POS,Association
275377,186686,1517756-4699871,26FEB2023,0.69,811106,-,SIC:VMW,Transfert Internet,Association
841995,559022,8372274-9792411,05APR2022,78.04,811434,+,SIC:DPT,Paiement facture,Joint
239816,940346,8795419-9910914,02DEC2022,203.22,813045,+,SIC:DDI,Depot Especes,Association
975194,990704,7528964-6565503,29DEC2024,252.91,813045,-,SIC:CHQ,Cheque,Particulier
502349,543588,4116429-9164971,18APR2022,218.79,815506,+,SIC:DDI,Depot Especes,Association
986827,943671,7136687-2515030,22APR2022,49.74,816635,-,SIC:DPT,Paiement facture,Association
908320,665990,9833734-1633297,27MAY2022,272.46,817873,+,SIC:DDI,Depot Especes,Association
679364,255287,8210624-3138181,30JUL2022,42.08,811434,+,SIC:DDI,Depot Especes,Joint
855408,101343,1807780-7474950,23JUN2023,9828.76,818359,+,SIC:POS,Achat POS,Trust
230272,999312,3650523-8403549,10MAY2024,95.86,814527,-,SIC:ATM,Retrait ATM,Entreprise
171734,656278,1142182-3753418,07NOV2021,353.46,816514,-,SIC:DPT,Paiement facture,Entreprise
471136,325146,4139874-5613428,14OCT2022,35.64,812679,-,SIC:DDI,Depot Especes,Particulier
337547,244247,3599548-2294615,23JUL2020,95.64,814257,-,SIC:DPT,Paiement facture,Association
885386,403528,1628578-1155477,27DEC2024,1745.08,816635,-,SIC:DDI,Depot Especes,Joint
731894,852524,8149041-3795835,07AUG2020,12.48,813045,+,SIC:CHQ,Cheque,Particulier
567429,146784,5417373-8377620,07MAR2024,220.33,814657,+,SIC:POS,Achat POS,Association
302177,948102,2889899-6547958,01APR2020,1516.29,815506,-,SIC:DPT,Paiement facture,Entreprise
845702,360276,6968373-7647878,03AUG2021,20.12,814582,+,SIC:POS,Achat POS,Joint
400614,117975,9425786-8223819,04MAY2020,299.63,816514,+,SIC:DDI,Depot Especes,Particulier
555292,264735,1898516-2698824,18DEC2020,29.74,814527,-,SIC:ATM,Retrait ATM,Trust
894993,351997,8987516-9234615,23JAN2023,23.07,815803,-,SIC:DDI,Depot Especes,Joint
822040,238320,6064462-3667199,19SEP2021,3.02,817924,-,SIC:DDI,Depot Especes,Particulier
404309,502810,8015136-5165284,01JUN2020,176.87,814527,+,SIC:DDI,Depot Especes,Association
219781,464825,6905327-8681625,29JUN2020,55.39,814733,-,SIC:POS,Achat POS,Association
516224,766275,3078241-1512765,27FEB2023,42.2,814150,+,SIC:DPT,Paiement facture,Entreprise
293757,247442,9010350-6429135,09APR2020,35.2,812535,+,SIC:CHQ,Cheque,Entreprise
588461,813145,9679860-6779998,08JAN2020,122.13,815506,-,SIC:CHQ,Cheque,Entreprise
577309,635593,7041876-1930113,24JUN2025,19.27,816925,-,SIC:DDI,Depot Especes,Joint
662445,442622,7555386-2109227,19MAR2023,47.1,811711,+,SIC:CHQ,Cheque,Particulier
736553,940886,6910964-4674286,02NOV2021,193.6,811106,-,SIC:ATM,Retrait ATM,Entreprise
364742,600935,2914064-2096280,19AUG2021,16.59,819785,+,SIC:VMW,Transfert Internet,Entreprise
416422,250219,9745141-4708481,03JUL2024,6.76,815557,-,SIC:VMW,Transfert Internet,Association
860053,686716,5072543-9742683,18JUL2025,173.38,816574,+,SIC:CHQ,Cheque,Entreprise
390421,775933,2413458-5163551,20DEC2020,57.78,812424,+,SIC:DPT,Paiement facture,Particulier
409898,777558,1915518-5015476,26MAR2025,10.01,812584,-,SIC:VMW,Transfert Internet,Trust
158900,469038,9511700-2244712,24JUN2020,72.3,819785,+,SIC:DPT,Paiement facture,Particulier
663750,323508,9487336-5449324,15OCT2021,85.7,816635,+,SIC:VMW,Transfert Internet,Entreprise
185569,493124,4767135-1472908,11JUN2024,69.9,816574,-,SIC:ATM,Retrait ATM,Entreprise
942700,678443,3177199-2446455,20JUN2020,27.47,816635,+,SIC:ATM,Retrait ATM,Association
826353,516791,2347467-6512415,05NOV2021,327.81,812291,-,SIC:DPT,Paiement facture,Joint
427730,547494,6243275-5276341,26JUN2025,2.34,814150,-,SIC:DPT,Paiement facture,Particulier
850827,913894,8678589-1620485,05JUN2024,270.83,817924,+,SIC:DPT,Paiement facture,Particulier
901467,106693,7918793-3306725,29JUL2024,2.84,812679,+,SIC:POS,Achat POS,Entreprise
789786,969752,5487028-1485753,01FEB2025,69.8,815803,-,SIC:VMW,Transfert Internet,Joint
280222,940247,8719145-7070880,03JAN2020,25.47,812519,-,SIC:CHQ,Cheque,Entreprise
570646,684041,9597330-7845845,14AUG2021,94.01,815803,-,SIC:VMW,Transfert Internet,Association
276405,868367,6908535-3839807,21JUL2024,220.95,814582,-,SIC:DDI,Depot Especes,Entreprise
785436,477017,4964499-2042273,21FEB2022,36.92,811409,+,SIC:VMW,Transfert Internet,Entreprise
910075,523808,9633492-1019311,30JAN2022,9.18,812291,+,SIC:DPT,Paiement facture,Trust
302177,948102,2889899-6547958,27JAN2025,15.45,815552,-,SIC:POS,Achat POS,Entreprise
923975,649939,6347476-7984768,08JUL2024,9596.96,818359,+,SIC:VMW,Transfert Internet,Entreprise
265613,526673,8980915-9010256,29MAY2023,88.29,815333,-,SIC:POS,Achat POS,Joint
185916,596574,2937918-6173311,20JUN2020,76.88,815506,+,SIC:DPT,Paiement facture,Joint
723945,843266,2421349-6193922,07MAY2020,63.01,816514,-,SIC:CHQ,Cheque,Entreprise
699544,676363,9236745-3576811,05FEB2021,16.74,815333,-,SIC:DPT,Paiement facture,Particulier
359295,309044,1341919-3556551,01JUL2025,222.48,813615,+,SIC:CHQ,Cheque,Association
685196,412999,4772642-5993143,21DEC2020,55.42,812584,+,SIC:VMW,Transfert Internet,Trust
994141,656926,3641282-1954280,20JAN2021,37.41,812139,+,SIC:ATM,Retrait ATM,Particulier
910620,403445,2338687-4905582,06APR2025,194.8,817873,-,SIC:POS,Achat POS,Trust
904214,699929,7989166-1508113,22JAN2025,91.79,816574,+,SIC:POS,Achat POS,Joint
266931,925622,2813543-7417985,09JUN2021,12.27,812291,-,SIC:ATM,Retrait ATM,Entreprise
335615,982277,2903561-8741810,25DEC2024,187.94,811488,+,SIC:POS,Achat POS,Trust
733039,362529,1433940-2532210,08MAY2024,30.08,812584,-,SIC:DDI,Depot Especes,Joint
933456,120478,7417252-7024901,03NOV2022,442.13,815803,-,SIC:VMW,Transfert Internet,Joint
232321,388375,6455706-7390515,24JAN2025,56.07,811520,+,SIC:ATM,Retrait ATM,Association
943298,220764,8857296-2263313,19SEP2023,6.41,812291,+,SIC:DDI,Depot Especes,Trust
495019,261745,3722056-4034091,26MAR2022,20.61,819279,+,SIC:POS,Achat POS,Trust
160423,689704,7923579-7987842,24DEC2021,29.84,815506,+,SIC:VMW,Transfert Internet,Entreprise
405605,870571,9237735-5067204,24OCT2023,43.17,815333,-,SIC:VMW,Transfert Internet,Joint
771590,789237,8250013-7636771,26DEC2024,1.56,819935,+,SIC:VMW,Transfert Internet,Trust
785436,477017,4964499-2042273,24JUN2021,18.78,811711,-,SIC:CHQ,Cheque,Entreprise
807617,345180,8910069-1419843,25JUL2025,25.73,815803,+,SIC:POS,Achat POS,Association
911102,985885,6212643-6491198,21NOV2025,88.03,811106,-,SIC:DDI,Depot Especes,Joint
982554,769987,9517169-4337174,10SEP2024,9.86,814257,+,SIC:POS,Achat POS,Association
896788,707616,8531380-6422534,25SEP2024,33.82,813286,+,SIC:POS,Achat POS,Entreprise
286340,864234,1030163-7569981,04JAN2024,190.13,812519,-,SIC:VMW,Transfert Internet,Entreprise
302177,948102,2889899-6547958,10MAY2021,73.76,813286,-,SIC:POS,Achat POS,Entreprise
876513,146385,7748892-8364573,15MAR2022,21.9,812584,+,SIC:DPT,Paiement facture,Entreprise
436241,732512,4369728-9036449,11MAY2025,14.81,817201,+,SIC:CHQ,Cheque,Joint
310418,405759,6098752-5069884,19APR2021,99.95,814811,+,SIC:DPT,Paiement facture,Entreprise
986088,561694,2672884-9823994,29JUN2021,31.87,817924,+,SIC:DDI,Depot Especes,Trust
802685,209680,3698193-6533187,20SEP2025,75.1,819935,-,SIC:DPT,Paiement facture,Trust
946305,785743,9874152-1131249,13DEC2025,9879.5,812424,+,SIC:VMW,Transfert Internet,Particulier
495019,261745,3722056-4034091,21MAY2025,155.89,812535,-,SIC:CHQ,Cheque,Trust
933456,120478,7417252-7024901,14MAY2025,161.18,811488,+,SIC:POS,Achat POS,Joint
227767,150068,5000351-8043503,17OCT2020,30.74,812424,-,SIC:VMW,Transfert Internet,Particulier
402692,276379,8672579-9309978,05OCT2020,153.3,814657,-,SIC:VMW,Transfert Internet,Joint
961574,813793,5063384-1529665,20AUG2024,34.61,811106,-,SIC:DPT,Paiement facture,Entreprise
993085,357420,2453962-5679639,22JUL2024,8.37,815552,+,SIC:DPT,Paiement facture,Association
384913,452161,6363836-2351868,04JUN2024,324.4,817201,-,SIC:DPT,Paiement facture,Entreprise
448354,982495,7373495-6528792,19MAY2024,42.79,814811,-,SIC:VMW,Transfert Internet,Joint
629990,784793,9304216-7864135,17MAY2025,32.09,812519,-,SIC:POS,Achat POS,Trust
896788,707616,8531380-6422534,06OCT2021,12.47,817224,+,SIC:DDI,Depot Especes,Entreprise
288073,872343,6573147-7907400,07NOV2024,24.27,816574,+,SIC:DDI,Depot Especes,Joint
618392,519066,5093379-3475836,19AUG2021,53.55,815506,+,SIC:CHQ,Cheque,Trust
693128,626797,6395626-7515956,24FEB2023,125.63,818359,+,SIC:ATM,Retrait ATM,Association
883041,194769,8280833-2651601,01SEP2023,6.19,816514,-,SIC:CHQ,Cheque,Trust
786587,261859,2255409-8876745,16JUL2021,115.26,813286,-,SIC:DPT,Paiement facture,Association
641922,939333,3473761-3017994,22DEC2025,123.63,817224,-,SIC:DDI,Depot Especes,Entreprise
829988,384815,3303058-2832517,27OCT2022,41.42,814257,-,SIC:ATM,Retrait ATM,Entreprise
949153,699425,4158134-6394323,04OCT2025,7.08,814611,-,SIC:ATM,Retrait ATM,Particulier
332360,524045,5081983-6137284,22FEB2022,35.31,817873,+,SIC:DPT,Paiement facture,Association
498858,600149,1098919-6901533,21OCT2025,12.41,814257,+,SIC:CHQ,Cheque,Association
538184,978292,3949245-1609681,10FEB2022,85.5,812424,-,SIC:POS,Achat POS,Entreprise
498458,846247,3588336-7536772,23APR2023,23.15,812291,+,SIC:ATM,Retrait ATM,Particulier
815707,899281,1812172-1770794,08AUG2023,39.01,814527,-,SIC:VMW,Transfert Internet,Particulier
317220,714867,4623062-4909069,25APR2021,873.13,819928,-,SIC:VMW,Transfert Internet,Joint
153231,802371,9909397-4786141,13OCT2023,16.45,813045,-,SIC:DPT,Paiement facture,Trust
207391,871740,5152891-5994727,03OCT2022,96.24,816925,+,SIC:ATM,Retrait ATM,Joint
200992,649857,3498085-5042786,23FEB2025,346.3,817912,+,SIC:DDI,Depot Especes,Joint
445705,199096,7485471-5767195,31OCT2022,240.49,813615,-,SIC:CHQ,Cheque,Joint
656711,460455,8138769-6549757,14JAN2020,870.15,811434,-,SIC:CHQ,Cheque,Joint
264951,367508,2726457-2934976,08FEB2023,16.57,816574,+,SIC:DDI,Depot Especes,Particulier
689849,332022,3448176-1272124,17OCT2024,250.0,812674,-,SIC:CHQ,Cheque,Joint
993085,357420,2453962-5679639,25NOV2024,3.03,819935,+,SIC:DDI,Depot Especes,Association
455505,295892,9324908-9347057,20JAN2024,427.46,815012,+,SIC:DDI,Depot Especes,Particulier
934328,660384,7672565-4654579,10FEB2023,3.1,812584,+,SIC:DDI,Depot Especes,Joint
685196,412999,4772642-5993143,29SEP2024,4.06,817201,-,SIC:DDI,Depot Especes,Trust
196446,988432,6562484-3055673,01APR2021,152.75,818527,-,SIC:DPT,Paiement facture,Entreprise
642717,573417,3030113-5159166,26OCT2024,37.58,814811,-,SIC:ATM,Retrait ATM,Association
944657,226935,1689025-6825112,28DEC2022,12.65,815557,-,SIC:VMW,Transfert Internet,Particulier
885386,403528,1628578-1155477,04APR2020,26.58,814611,-,SIC:VMW,Transfert Internet,Joint
950083,873443,6882609-8183451,18APR2024,17.46,818527,+,SIC:VMW,Transfert Internet,Entreprise
246566,147549,1624315-6106390,08JAN2021,129.66,818527,-,SIC:DPT,Paiement facture,Association
955374,117445,7180018-6557278,14JUN2025,156.22,819279,-,SIC:VMW,Transfert Internet,Association
617488,195325,1790481-2839607,18SEP2022,46.59,811520,-,SIC:VMW,Transfert Internet,Association
386488,230521,7174337-8330827,18FEB2023,17.79,819279,-,SIC:CHQ,Cheque,Trust
162535,273982,6160869-5842082,02MAY2024,1.39,814811,+,SIC:DDI,Depot Especes,Trust
575682,457455,3640889-7208460,31JUL2024,6.79,813547,+,SIC:CHQ,Cheque,Particulier
373668,992247,6284972-7592651,06APR2024,20.76,811750,+,SIC:POS,Achat POS,Joint
356355,190400,8289425-2945931,06JUL2025,27.42,817224,+,SIC:DDI,Depot Especes,Joint
